Taxonomy,SuperKingdom,Phylum,Class,Order,Family,Genus,Species,b1,b2,b3,b4,b5,b6,b7,c1,c2,c3,c4,c5,c6,c7
Archaea;Candidatus Korarchaeota;UNASSIGNED;UNASSIGNED;UNASSIGNED;Candidatus Korarchaeum;Candidatus Korarchaeum cryptofilum,Archaea,Candidatus Korarchaeota,UNASSIGNED,UNASSIGNED,UNASSIGNED,Candidatus Korarchaeum,Candidatus Korarchaeum cryptofilum,5.04638031938744,2.46056881768261,6.76992956269541,3.50719088528381,4.32839048659757,2.63014885046467,2.27209377866758,4.35802617448792,5.07146496868679,2.97008606249959,2.4531521809593,3.57200117929735,4.88211551090531,4.29809683410235
Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus islandicus,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus islandicus,5.80576390991118,10.2967483627736,4.12743205857672,4.40214387264935,4.9703481465803,2.92707927534214,4.7335983493419,3.49406858790063,4.5865109800581,7.27183507976301,3.43979794754892,3.27516011780836,4.19074460799681,4.2514540344922
Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;Sulfolobus sp. A20,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus sp. A20,3.68428138432158,2.90789646530115,11.586447374002,2.1254266220337,4.13719441431811,1.0978310876416,2.9255890810253,2.53614132891275,3.37888966837651,2.83017287679075,2.93836935403192,2.48324274477089,3.37859724295241,1.84207289581931
Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;UNASSIGNED,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,UNASSIGNED,2.10385698830318,6.33530265626832,4.22979619138978,5.89994242262736,1.27332045651432,1.05870151563977,0.827164632622654,4.42017465845276,3.03458843605881,0.823661442266385,0.264919052232315,1.09535456185036,2.10920204719137,1.10919275628314
Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfurisphaera;Sulfurisphaera tokodaii,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfurisphaera,Sulfurisphaera tokodaii,19.9408974795004,23.3382307472212,32.7283145305151,21.2692710885567,19.2101535265533,28.0799590132469,20.6046603407852,22.107547559023,16.4692004294304,18.1237802242175,22.1209175214887,24.6105448615236,15.3001873040689,25.1665527951329
Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;UNASSIGNED;UNASSIGNED,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,UNASSIGNED,UNASSIGNED,4.57750677924298,2.43137203218757,14.8903905640598,0,0.429515638567787,0.900338638098704,0.453510889134634,0,3.0668216275605,0.292957032419717,2.40013731534965,2.96876144468318,0.26362793534128,0.126337009166998
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermofilaceae;Thermofilum;Thermofilum carboxyditrophus,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Thermofilum carboxyditrophus,0.576669877076656,1.28370153540852,0.741938994413724,2.54482571380384,0.762378876122782,1.16368094071995,1.34519113709917,0.607992225280021,0.792921341680951,0.60634314245898,0.463305659443118,0.960899710205037,0.244604512371358,0.646861871469123
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermofilaceae;Thermofilum;Thermofilum pendens,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Thermofilum pendens,3.76228977537558,3.64924158787535,2.67816546296954,1.11269433826246,2.88594170497204,2.92640056234306,4.05533855839642,3.62162001151567,3.06643479022352,4.86659580852009,4.65302619058313,2.97512271419969,8.78369946103101,3.74289813363447
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermofilaceae;Thermofilum;Thermofilum uzonense,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,Thermofilum uzonense,2.33916057535505,3.43269395748236,5.31044135605616,5.00873556522003,2.21371105768418,6.61124396032662,2.52329070263531,7.06501613442071,3.36202564342704,7.33649728663572,2.70303197705059,3.13888638382871,2.38653043748731,3.21430360786159
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermofilaceae;Thermofilum;UNASSIGNED,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum,UNASSIGNED,2.85919090062676,1.13747524004891,9.80217495605074,1.91517062851898,1.37939119367435,3.02058311765343,0.471258720422117,0.194388123396616,1.11821252932931,2.13885608541338,0.768782658689533,1.01552033122876,2.67295218517467,1.02366514380112
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Caldivirga;Caldivirga maquilingensis,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Caldivirga,Caldivirga maquilingensis,7.2587604904671,4.38847600025281,2.81631342074624,2.97859478708788,1.10173794389768,3.3736196240557,3.82332992481359,3.1491109871622,3.57107885556855,3.54723620458448,3.81227710009084,1.84453391351228,2.24258146896369,1.49852415528374
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum aerophilum,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum aerophilum,5.49738065817804,5.14031859664125,6.81401521216623,2.13047679928178,2.15986179807435,1.6268083165499,3.02433766119369,2.62857512167906,2.27175973533227,2.83073685893143,1.31156074543206,3.94797057129484,1.59294030598966,2.37740781770655
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum arsenaticum,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum arsenaticum,5.43011233534257,3.01249796260598,3.39228894189622,1.3546606549675,0.795255315259041,2.73419138868243,1.99955472323664,2.75225291254549,6.6109982303262,1.90165147780295,5.21944324681124,2.00496992432488,0.817917362746384,3.02016672372474
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;Pyrobaculum islandicum,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum islandicum,9.22916870158866,6.4522613067659,5.47328760869151,8.90285770275905,5.19852220408513,7.88617215820315,4.83862436317483,4.93410748613466,8.47068557238613,5.38324873421159,6.7645836787209,6.50291880161303,7.64648699062721,9.76955734047287
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Thermoproteus;Thermoproteus tenax,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus,Thermoproteus tenax,5.34448523959791,8.76023816673778,5.61346455232314,9.66036475449834,6.96026964335794,9.39479567171657,8.38527995909446,5.85982207197889,6.93200498670289,8.16403047570295,6.78737460761937,10.9973724598958,8.16575959284916,5.05691842588396
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Thermoproteus;Thermoproteus uzoniensis,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus,Thermoproteus uzoniensis,12.0233566613964,22.5852722597864,20.5650163214167,14.7606901924079,11.1750239011844,21.15938690794,11.5088711132506,17.037553120287,28.0032820117794,11.1151473274709,12.6483569530038,12.7634724139395,17.2320768508938,12.0286316067753
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;UNASSIGNED;UNASSIGNED,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,UNASSIGNED,UNASSIGNED,1.16730723070386,1.23263487384009,1.24962319527728,0.416070243881821,0.202003301857659,0.46945669780586,0,0.505779383923385,0.528900571063228,0.120599315167776,0.101797862848207,0.188901626049544,0.996943825081335,0.378048459812102
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Vulcanisaeta;UNASSIGNED,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,UNASSIGNED,1.12038913758231,1.07433485686869,0.429064292220163,2.10263440660736,0.935177644777096,0.455916424583466,0.958198376039475,1.44633149618005,0.530779467584585,0.845112372870429,3.07219294089428,0.305045397766784,1.64997798396698,2.55568331507139
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Vulcanisaeta;Vulcanisaeta distributa,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,Vulcanisaeta distributa,2.15750017962124,2.43502505256079,2.52183418124288,2.65113924998611,3.0068088351382,3.20130525243352,1.99427337525254,8.17908258749117,2.95590331549752,4.19915490255277,3.13524028692865,2.42243528945319,4.04660266710882,2.4775226841268
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Vulcanisaeta;Vulcanisaeta moutnovskia,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Vulcanisaeta,Vulcanisaeta moutnovskia,8.02534716572874,2.9892606829399,8.50627873046874,1.88943051084015,1.67042099571907,1.08898848849117,1.95600322246497,1.87715566129919,1.35220185011669,0.912061589307085,1.58820262820725,3.51812358960629,1.44597557093331,1.07376486106318
Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus fulgidus,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus fulgidus,13.7960900738571,9.14724735459032,10.1426555678079,9.27336833569731,17.0213320125787,7.39375938308659,15.3802692367772,11.5212051906022,11.9165405586096,8.16699702243113,9.09867371927388,9.56217613491649,9.17807662993973,9.20382427519952
Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus profundus,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus profundus,0.998957705772737,3.57989560627019,0.571938199255501,1.87850768250632,2.61387091779302,2.23541027997885,2.62983646352718,5.9544317143794,3.07547717451895,3.28585538755529,2.84679932299935,4.50144820511178,3.84955172933523,5.19304749362847
Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus sulfaticallidus,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus sulfaticallidus,5.90097336037887,5.15697678929155,8.89340911533671,4.36975694310025,7.43745745951082,5.00831911117602,4.51480298335494,3.78583172099177,2.69485607704571,3.03213657532543,4.68168715129888,7.27444833322301,3.62744214015789,7.50957056117352
Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Archaeoglobus;Archaeoglobus veneficus,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,Archaeoglobus veneficus,2.97649455796612,3.36421148377191,3.54743578975972,3.8720012666364,5.11633806513384,3.19788804056343,2.289039715575,7.45443186156235,4.86120992291314,6.09170184396764,6.9345322979905,2.50356866484778,1.81278665421772,4.36828435873106
Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Ferroglobus;Ferroglobus placidus,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Ferroglobus,Ferroglobus placidus,17.4147758185592,16.1330341600754,9.23799125266444,7.49643566498756,6.33091418574872,5.48601702443868,6.39041319336485,13.5883197913881,8.36182905134624,10.4955235811609,7.08644567443699,6.51444627890624,6.74753493841,5.11613765856494
Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Geoglobus;Geoglobus acetivorans,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Geoglobus,Geoglobus acetivorans,16.6168451781865,15.2040888248634,13.7829754634574,12.2370491137481,8.37043127676584,8.69450629503668,9.62471620030768,9.0821167968833,16.1922641048023,9.56342688217459,5.96186588365036,7.63859549999561,8.57285363914338,8.15258307391949
Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;Geoglobus;Geoglobus ahangari,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Geoglobus,Geoglobus ahangari,12.1629210975705,8.70690977355095,27.3424306747923,11.8937834027101,12.2412394408767,4.89233001531166,8.39196314598534,8.61375177422872,6.2676478976199,4.15415902388998,9.59740884807775,6.92446587461398,9.13118946470445,9.17145719088827
Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae;UNASSIGNED;UNASSIGNED,Archaea,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,UNASSIGNED,UNASSIGNED,0.182936207796874,0.579135780563974,2.29744917492686,1.18827413673421,1.67764273544497,1.212092428458,1.61145871052532,0.469507033977316,0.187803020770126,0.395448834465067,0.702094171914552,0.959138773060279,1.27395613414579,1.19559286231707
Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloarculaceae;Haloarcula;Haloarcula hispanica,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula hispanica,3.27386136766966,5.79343450496978,5.61591553105856,5.32903690511096,4.02996270022965,3.47455595727912,4.89150265785009,6.47930020547495,6.07872872348872,7.12956193649334,5.24841592668154,4.45580136165384,4.32788319232597,3.49249851662978
Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloarculaceae;Haloarcula;Haloarcula marismortui,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula marismortui,27.2619992452766,17.8776297625918,28.2029497692196,47.54179820013,37.0489605021834,48.6936595306549,54.4038193927211,32.7959206718028,45.8899066765303,50.3157827785417,49.4282912282649,33.9938761771259,34.6559967438012,51.1911704613852
Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloarculaceae;Haloarcula;Haloarcula sp. CBA1115,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp. CBA1115,2.38019773797702,2.35570582744279,2.59266728581454,2.18184115318963,3.55711225648223,2.33215264400053,2.65523367904912,2.78910821362497,2.47299375607414,3.2067098058862,1.92973123151212,3.01254718585435,2.16970649981394,3.00625634289285
